20040901, 149, 0.003998
20040901, 1, 0.213592
20040901, 2, 0.038549
20040901, 3, 0.029412
20040901, 4, 0.008852
20040901, 133, 0.007139
20040901, 6, 0.004569
20040901, 135, 0.007424
20040901, 136, 0.007710
20040901, 9, 0.009138
20040901, 10, 0.041405
20040901, 11, 0.053113
20040901, 12, 0.033695
20040901, 141, 0.002284
20040901, 14, 0.036265
20040901, 15, 0.006568
20040901, 16, 0.011136
20040901, 17, 0.060822
20040901, 18, 0.019132
20040901, 131, 0.062250
20040901, 20, 0.007995
20040901, 21, 0.002284
20040901, 22, 0.000857
20040901, 132, 0.005140
20040901, 150, 0.002856
20040901, 5, 0.011136
20040901, 134, 0.008852
20040901, 129, 0.006282
20040901, 7, 0.003712
20040901, 8, 0.001142
20040901, 128, 0.001999
20040901, 137, 0.005711
20040901, 138, 0.018561
20040901, 123, 0.000571
20040901, 139, 0.007424
20040901, 147, 0.005140
20040901, 130, 0.002570
20040901, 140, 0.013421
20040901, 462, 0.003427
20040901, 13, 0.006282
20040901, 142, 0.008567
20040901, 143, 0.001999
20040901, 122, 0.005711
20040901, 354, 0.027127
20040901, 355, 0.019989
20040901, 356, 0.008281
20040901, 357, 0.001428
20040901, 358, 0.021416
20040901, 359, 0.006282
20040901, 360, 0.002570
20040901, 124, 0.007995
20040901, 148, 0.003998
20040901, 146, 0.015134
20040901, 125, 0.039692
20040901, 19, 0.006568
20040901, 121, 0.055968
20040901, 250, 0.087664
20040901, 251, 0.019989
20040901, 252, 0.041405
20040901, 253, 0.029412
20040901, 126, 0.026271
20040901, 127, 0.013421
20060922, 128, 0.002465
20060922, 1, 0.570423
20060922, 2, 0.138732
20060922, 3, 0.088380
20060922, 132, 0.017606
20060922, 133, 0.011620
20060922, 6, 0.012324
20060922, 135, 0.021831
20060922, 8, 0.012324
20060922, 9, 0.050352
20060922, 138, 0.071127
20060922, 11, 0.139085
20060922, 12, 0.080282
20060922, 13, 0.032042
20060922, 14, 0.079577
20060922, 143, 0.001761
20060922, 16, 0.036620
20060922, 17, 0.141197
20060922, 18, 0.067254
20060922, 131, 0.165141
20060922, 20, 0.029577
20060922, 21, 0.008803
20060922, 150, 0.001408
20060922, 127, 0.008099
20060922, 4, 0.023944
20060922, 5, 0.027465
20060922, 134, 0.014437
20060922, 129, 0.002465
20060922, 7, 0.012324
20060922, 136, 0.010915
20060922, 137, 0.004930
20060922, 10, 0.090141
20060922, 123, 0.001408
20060922, 139, 0.019366
20060922, 147, 0.004225
20060922, 130, 0.001056
20060922, 140, 0.025000
20060922, 462, 0.003873
20060922, 141, 0.005634
20060922, 142, 0.016197
20060922, 463, 0.002113
20060922, 15, 0.010211
20060922, 122, 0.012676
20060922, 354, 0.022535
20060922, 355, 0.016549
20060922, 356, 0.009155
20060922, 357, 0.001056
20060922, 358, 0.006690
20060922, 359, 0.006338
20060922, 360, 0.000352
20060922, 124, 0.011268
20060922, 148, 0.003169
20060922, 146, 0.015493
20060922, 253, 0.029225
20060922, 19, 0.004930
20060922, 121, 0.136972
20060922, 250, 0.126056
20060922, 251, 0.020070
20060922, 252, 0.069014
20060922, 125, 0.048592
20060922, 126, 0.040493
20060922, 149, 0.006690
20061005, 149, 0.010799
20061005, 1, 0.552916
20061005, 2, 0.112311
20061005, 3, 0.071274
20061005, 132, 0.006479
20061005, 5, 0.023758
20061005, 6, 0.006479
20061005, 135, 0.010799
20061005, 136, 0.019438
20061005, 9, 0.041037
20061005, 10, 0.105832
20061005, 11, 0.112311
20061005, 12, 0.082073
20061005, 130, 0.006479
20061005, 14, 0.060475
20061005, 15, 0.015119
20061005, 16, 0.025918
20061005, 17, 0.136069
20061005, 18, 0.062635
20061005, 131, 0.133909
20061005, 20, 0.025918
20061005, 21, 0.010799
20061005, 22, 0.002160
20061005, 4, 0.006479
20061005, 150, 0.002160
20061005, 133, 0.004320
20061005, 134, 0.017279
20061005, 129, 0.002160
20061005, 7, 0.006479
20061005, 8, 0.028078
20061005, 137, 0.008639
20061005, 138, 0.049676
20061005, 139, 0.019438
20061005, 147, 0.002160
20061005, 140, 0.002160
20061005, 13, 0.012959
20061005, 142, 0.002160
20061005, 463, 0.002160
20061005, 122, 0.030238
20061005, 354, 0.023758
20061005, 355, 0.008639
20061005, 356, 0.012959
20061005, 357, 0.006479
20061005, 358, 0.006479
20061005, 359, 0.019438
20061005, 124, 0.030238
20061005, 148, 0.004320
20061005, 146, 0.017279
20061005, 125, 0.058315
20061005, 19, 0.012959
20061005, 121, 0.166307
20061005, 250, 0.095032
20061005, 251, 0.012959
20061005, 252, 0.051836
20061005, 253, 0.023758
20061005, 126, 0.041037
20061005, 127, 0.017279
20070302, 128, 0.001753
20070302, 1, 0.534181
20070302, 2, 0.127958
20070302, 131, 0.146363
20070302, 4, 0.036372
20070302, 5, 0.029360
20070302, 6, 0.007450
20070302, 135, 0.015337
20070302, 136, 0.014023
20070302, 9, 0.041192
20070302, 138, 0.060473
20070302, 11, 0.126205
20070302, 12, 0.085890
20070302, 141, 0.007450
20070302, 142, 0.007888
20070302, 15, 0.015776
20070302, 16, 0.021472
20070302, 17, 0.130587
20070302, 18, 0.063979
20070302, 3, 0.086766
20070302, 20, 0.021472
20070302, 21, 0.014023
20070302, 150, 0.001315
20070302, 132, 0.006573
20070302, 149, 0.001315
20070302, 133, 0.006573
20070302, 134, 0.017090
20070302, 129, 0.007011
20070302, 7, 0.000876
20070302, 8, 0.012708
20070302, 137, 0.021472
20070302, 10, 0.080631
20070302, 139, 0.020596
20070302, 147, 0.008326
20070302, 130, 0.000876
20070302, 140, 0.018405
20070302, 143, 0.001315
20070302, 462, 0.002191
20070302, 13, 0.025416
20070302, 14, 0.071867
20070302, 463, 0.003067
20070302, 122, 0.005259
20070302, 354, 0.046889
20070302, 355, 0.037248
20070302, 356, 0.003067
20070302, 357, 0.003067
20070302, 358, 0.028922
20070302, 359, 0.006573
20070302, 360, 0.001753
20070302, 252, 0.068799
20070302, 148, 0.003506
20070302, 146, 0.014023
20070302, 253, 0.047327
20070302, 19, 0.007888
20070302, 121, 0.087204
20070302, 250, 0.146363
20070302, 251, 0.023663
20070302, 124, 0.007888
20070302, 125, 0.052585
20070302, 126, 0.042068
20070302, 127, 0.010517
20070505, 128, 0.001215
20070505, 1, 0.557716
20070505, 2, 0.138518
20070505, 3, 0.109356
20070505, 132, 0.020656
20070505, 133, 0.007290
20070505, 134, 0.012151
20070505, 135, 0.018226
20070505, 136, 0.019441
20070505, 9, 0.029162
20070505, 10, 0.082625
20070505, 11, 0.116646
20070505, 12, 0.066829
20070505, 13, 0.031592
20070505, 142, 0.002430
20070505, 143, 0.006075
20070505, 16, 0.037667
20070505, 17, 0.157959
20070505, 146, 0.036452
20070505, 131, 0.142163
20070505, 20, 0.025516
20070505, 21, 0.019441
20070505, 150, 0.017011
20070505, 4, 0.041312
20070505, 5, 0.003645
20070505, 149, 0.002430
20070505, 6, 0.041312
20070505, 129, 0.002430
20070505, 7, 0.012151
20070505, 8, 0.010936
20070505, 137, 0.006075
20070505, 138, 0.051033
20070505, 123, 0.004860
20070505, 19, 0.004860
20070505, 139, 0.017011
20070505, 140, 0.018226
20070505, 141, 0.007290
20070505, 14, 0.059538
20070505, 463, 0.001215
20070505, 15, 0.015796
20070505, 122, 0.006075
20070505, 354, 0.025516
20070505, 355, 0.019441
20070505, 356, 0.013366
20070505, 358, 0.012151
20070505, 359, 0.002430
20070505, 360, 0.001215
20070505, 124, 0.007290
20070505, 148, 0.013366
20070505, 18, 0.041312
20070505, 125, 0.048603
20070505, 147, 0.003645
20070505, 121, 0.104496
20070505, 250, 0.176185
20070505, 251, 0.030377
20070505, 252, 0.098420
20070505, 253, 0.043742
20070505, 126, 0.038882
20070505, 127, 0.009721
20070922, 128, 0.003045
20070922, 1, 0.545020
20070922, 2, 0.129622
20070922, 131, 0.127012
20070922, 4, 0.023488
20070922, 133, 0.007395
20070922, 134, 0.015224
20070922, 7, 0.010439
20070922, 136, 0.010439
20070922, 9, 0.039147
20070922, 10, 0.083515
20070922, 11, 0.142236
20070922, 12, 0.091344
20070922, 13, 0.022619
20070922, 14, 0.091344
20070922, 15, 0.015224
20070922, 16, 0.027838
20070922, 17, 0.140061
20070922, 18, 0.049152
20070922, 3, 0.090474
20070922, 20, 0.023923
20070922, 21, 0.006525
20070922, 150, 0.002175
20070922, 127, 0.019139
20070922, 132, 0.009569
20070922, 5, 0.037408
20070922, 6, 0.010439
20070922, 129, 0.006960
20070922, 135, 0.007395
20070922, 8, 0.008699
20070922, 137, 0.010874
20070922, 138, 0.052197
20070922, 139, 0.016529
20070922, 147, 0.010874
20070922, 130, 0.001740
20070922, 140, 0.017399
20070922, 143, 0.002610
20070922, 462, 0.006090
20070922, 141, 0.006525
20070922, 142, 0.008264
20070922, 463, 0.001740
20070922, 122, 0.011309
20070922, 354, 0.030448
20070922, 355, 0.023054
20070922, 356, 0.004350
20070922, 357, 0.003480
20070922, 358, 0.012614
20070922, 359, 0.005220
20070922, 360, 0.002175
20070922, 124, 0.006090
20070922, 148, 0.009134
20070922, 146, 0.026968
20070922, 125, 0.063506
20070922, 19, 0.010439
20070922, 121, 0.113963
20070922, 250, 0.126577
20070922, 251, 0.016529
20070922, 252, 0.068726
20070922, 253, 0.037408
20070922, 126, 0.044367
20070922, 149, 0.005655
20071005, 1, 0.200000
20071005, 356, 0.100000
20071005, 10, 0.100000
20071005, 11, 0.100000
20071005, 12, 0.100000
20071005, 14, 0.100000
20071019, 128, 0.001166
20071019, 1, 0.552448
20071019, 2, 0.123155
20071019, 3, 0.078089
20071019, 4, 0.030692
20071019, 5, 0.020979
20071019, 6, 0.008936
20071019, 135, 0.013986
20071019, 136, 0.015540
